"gen","env","yield"
"2369/LH123HT","IAH1_2022",187.56
"2369/LH123HT","IAH1_2022",202.02
"2369/LH123HT","IAH2_2022",219.73
"2369/LH123HT","IAH2_2022",219.76
"2369/LH123HT","IAH3_2022",179.73
"2369/LH123HT","IAH3_2022",143.28
"2369/LH123HT","IAH4_2022",262.84
"2369/LH123HT","IAH4_2022",197.25
"B14A/H95","IAH1_2022",150.3
"B14A/H95","IAH1_2022",173.94
"B14A/H95","IAH2_2022",171.65
"B14A/H95","IAH2_2022",168.11
"B14A/H95","IAH3_2022",131.21
"B14A/H95","IAH3_2022",140.45
"B14A/H95","IAH4_2022",180.01
"B14A/H95","IAH4_2022",136.51
"B14A/MO17","IAH1_2022",68.04
"B14A/MO17","IAH1_2022",89.03
"B14A/MO17","IAH2_2022",133.06
"B14A/MO17","IAH2_2022",129.27
"B14A/MO17","IAH3_2022",107.81
"B14A/MO17","IAH3_2022",116.25
"B14A/MO17","IAH4_2022",138.05
"B14A/MO17","IAH4_2022",115.12
"B14A/OH43","IAH1_2022",165.08
"B14A/OH43","IAH1_2022",173.54
"B14A/OH43","IAH2_2022",202.29
"B14A/OH43","IAH2_2022",241.24
"B14A/OH43","IAH3_2022",151.22
"B14A/OH43","IAH3_2022",145.08
"B14A/OH43","IAH4_2022",137.22
"B14A/OH43","IAH4_2022",178.11
"B37/H95","IAH1_2022",133
"B37/H95","IAH1_2022",164.41
"B37/H95","IAH2_2022",214.06
"B37/H95","IAH2_2022",276.16
"B37/H95","IAH3_2022",184.42
"B37/H95","IAH3_2022",175.42
"B37/H95","IAH4_2022",175.39
"B37/H95","IAH4_2022",164.17
"B37/MO17","IAH1_2022",119.52
"B37/MO17","IAH1_2022",119.15
"B37/MO17","IAH2_2022",147.3
"B37/MO17","IAH2_2022",134.94
"B37/MO17","IAH3_2022",155.8
"B37/MO17","IAH3_2022",134.18
"B37/MO17","IAH4_2022",161.1
"B37/MO17","IAH4_2022",213.35
"B37/OH43","IAH1_2022",153.98
"B37/OH43","IAH1_2022",157.31
"B37/OH43","IAH2_2022",118.9
"B37/OH43","IAH2_2022",209.55
"B37/OH43","IAH3_2022",170.33
"B37/OH43","IAH3_2022",136.57
"B37/OH43","IAH4_2022",171.52
"B37/OH43","IAH4_2022",165.2
"B73/MO17","IAH1_2022",167.55
"B73/MO17","IAH1_2022",161.72
"B73/MO17","IAH2_2022",264.07
"B73/MO17","IAH2_2022",210.33
"B73/MO17","IAH3_2022",205.2
"B73/MO17","IAH3_2022",247.96
"B73/MO17","IAH4_2022",213.94
"B73/MO17","IAH4_2022",243.61
"B73/PHM49","IAH1_2022",261.54
"B73/PHM49","IAH1_2022",216.2
"B73/PHM49","IAH2_2022",221.83
"B73/PHM49","IAH2_2022",227.82
"B73/PHM49","IAH3_2022",159.26
"B73/PHM49","IAH3_2022",202.94
"B73/PHM49","IAH4_2022",182.39
"B73/PHM49","IAH4_2022",184.73
"B73/PHN82","IAH1_2022",189.93
"B73/PHN82","IAH1_2022",223.65
"B73/PHN82","IAH2_2022",270.76
"B73/PHN82","IAH2_2022",225.6
"B73/PHN82","IAH3_2022",196.71
"B73/PHN82","IAH3_2022",256.28
"B73/PHN82","IAH4_2022",246.38
"B73/PHN82","IAH4_2022",263.93
"B73/TX779","IAH1_2022",185.66
"B73/TX779","IAH1_2022",216.93
"B73/TX779","IAH2_2022",242.67
"B73/TX779","IAH2_2022",156.71
"B73/TX779","IAH3_2022",132.92
"B73/TX779","IAH3_2022",135.45
"B73/TX779","IAH4_2022",144.41
"B73/TX779","IAH4_2022",207.59
