"gen","env","yield"
"2369/LH123HT","IAH1_2021",189.41
"2369/LH123HT","IAH1_2021",204.17
"2369/LH123HT","IAH2_2021",207.18
"2369/LH123HT","IAH2_2021",230.68
"2369/LH123HT","IAH3_2021",243.35
"2369/LH123HT","IAH3_2021",188.28
"2369/LH123HT","IAH4_2021",207.72
"2369/LH123HT","IAH4_2021",181.53
"B14A/H95","IAH1_2021",161.95
"B14A/H95","IAH1_2021",150.59
"B14A/H95","IAH2_2021",179.1
"B14A/H95","IAH2_2021",154.56
"B14A/H95","IAH3_2021",202.27
"B14A/H95","IAH3_2021",159.29
"B14A/H95","IAH4_2021",157.38
"B14A/H95","IAH4_2021",140.71
"B14A/OH43","IAH1_2021",156.99
"B14A/OH43","IAH1_2021",127.77
"B14A/OH43","IAH2_2021",195.17
"B14A/OH43","IAH2_2021",155.58
"B14A/OH43","IAH3_2021",227.73
"B14A/OH43","IAH3_2021",123.1
"B14A/OH43","IAH4_2021",125.68
"B14A/OH43","IAH4_2021",178.7
"B37/H95","IAH1_2021",113.31
"B37/H95","IAH1_2021",140.3
"B37/H95","IAH2_2021",200.07
"B37/H95","IAH2_2021",157.63
"B37/H95","IAH3_2021",192.92
"B37/H95","IAH3_2021",180.27
"B37/H95","IAH4_2021",212.53
"B37/H95","IAH4_2021",148.99
"B37/MO17","IAH1_2021",186.5
"B37/MO17","IAH1_2021",176.32
"B37/MO17","IAH2_2021",140.19
"B37/MO17","IAH2_2021",191.87
"B37/MO17","IAH3_2021",169.41
"B37/MO17","IAH3_2021",61.71
"B37/MO17","IAH4_2021",125.28
"B37/MO17","IAH4_2021",109.35
"B37/OH43","IAH1_2021",186
"B37/OH43","IAH1_2021",154.23
"B37/OH43","IAH2_2021",143.19
"B37/OH43","IAH2_2021",148.78
"B37/OH43","IAH3_2021",166.78
"B37/OH43","IAH3_2021",225.25
"B37/OH43","IAH4_2021",106.12
"B37/OH43","IAH4_2021",121.72
"B73/MO17","IAH1_2021",145.91
"B73/MO17","IAH1_2021",194.47
"B73/MO17","IAH2_2021",243.28
"B73/MO17","IAH2_2021",233.76
"B73/MO17","IAH3_2021",149.37
"B73/MO17","IAH3_2021",249.04
"B73/MO17","IAH4_2021",191
"B73/MO17","IAH4_2021",208.82
"B73/PHM49","IAH1_2021",154.06
"B73/PHM49","IAH1_2021",172.41
"B73/PHM49","IAH2_2021",225.49
"B73/PHM49","IAH2_2021",239.99
"B73/PHM49","IAH3_2021",248.56
"B73/PHM49","IAH3_2021",235.04
"B73/PHM49","IAH4_2021",242.42
"B73/PHM49","IAH4_2021",199.33
"B73/PHN82","IAH1_2021",192.72
"B73/PHN82","IAH1_2021",207.99
"B73/PHN82","IAH2_2021",244.71
"B73/PHN82","IAH2_2021",257.48
"B73/PHN82","IAH3_2021",209.31
"B73/PHN82","IAH3_2021",281.49
"B73/PHN82","IAH4_2021",236.17
"B73/PHN82","IAH4_2021",192.14
"B73/TX779","IAH1_2021",114.74
"B73/TX779","IAH1_2021",82.47
"B73/TX779","IAH2_2021",122.71
"B73/TX779","IAH2_2021",139.3
"B73/TX779","IAH3_2021",79.14
"B73/TX779","IAH3_2021",85.12
"B73/TX779","IAH4_2021",141.98
"B73/TX779","IAH4_2021",125.2
"CG119/CG108","IAH1_2021",73.95
"CG119/CG108","IAH1_2021",98.8
"CG119/CG108","IAH2_2021",107.74
"CG119/CG108","IAH2_2021",85.19
"CG119/CG108","IAH3_2021",80.77
"CG119/CG108","IAH3_2021",80.13
"CG119/CG108","IAH4_2021",70.95
"CG119/CG108","IAH4_2021",59.46
"CG44/CGR01","IAH1_2021",105.39
"CG44/CGR01","IAH1_2021",122.44
"CG44/CGR01","IAH2_2021",128.8
"CG44/CGR01","IAH2_2021",111.16
"CG44/CGR01","IAH3_2021",122.33
"CG44/CGR01","IAH3_2021",165.48
"CG44/CGR01","IAH4_2021",156.19
"CG44/CGR01","IAH4_2021",144.96
"F42/H95","IAH1_2021",172
"F42/H95","IAH1_2021",118.74
"F42/H95","IAH2_2021",186.15
"F42/H95","IAH2_2021",190.77
"F42/H95","IAH3_2021",190.1
"F42/H95","IAH3_2021",190.31
"F42/H95","IAH4_2021",120.72
"F42/H95","IAH4_2021",216.42
"F42/MO17","IAH1_2021",183.41
"F42/MO17","IAH1_2021",161.37
"F42/MO17","IAH2_2021",191.29
"F42/MO17","IAH2_2021",170.79
"F42/MO17","IAH3_2021",181.52
"F42/MO17","IAH3_2021",147.58
"F42/MO17","IAH4_2021",168.37
"F42/MO17","IAH4_2021",192.21
"F42/OH43","IAH1_2021",167.49
"F42/OH43","IAH1_2021",180.34
"F42/OH43","IAH2_2021",142.51
"F42/OH43","IAH2_2021",182.53
"F42/OH43","IAH3_2021",222.13
"F42/OH43","IAH3_2021",174.01
"F42/OH43","IAH4_2021",189.41
"F42/OH43","IAH4_2021",134.59
"LH74/PHN82","IAH1_2021",144.8
"LH74/PHN82","IAH1_2021",153.72
"LH74/PHN82","IAH2_2021",211.8
"LH74/PHN82","IAH2_2021",194.28
"LH74/PHN82","IAH3_2021",209.57
"LH74/PHN82","IAH3_2021",162.46
"LH74/PHN82","IAH4_2021",216.98
"LH74/PHN82","IAH4_2021",152.46
"MBS3755GTCBLL/MBS8488DC RIB","IAH1_2021",246.31
"MBS3755GTCBLL/MBS8488DC RIB","IAH1_2021",249.21
"MBS3755GTCBLL/MBS8488DC RIB","IAH2_2021",253.42
"MBS3755GTCBLL/MBS8488DC RIB","IAH2_2021",204.33
"MBS3755GTCBLL/MBS8488DC RIB","IAH3_2021",241.23
"MBS3755GTCBLL/MBS8488DC RIB","IAH3_2021",281.36
"MBS3755GTCBLL/MBS8488DC RIB","IAH4_2021",187.39
"MBS3755GTCBLL/MBS8488DC RIB","IAH4_2021",223.14
"PHB47/PHN82","IAH1_2021",133.32
"PHB47/PHN82","IAH1_2021",142.81
"PHB47/PHN82","IAH2_2021",182.37
"PHB47/PHN82","IAH2_2021",176.57
"PHB47/PHN82","IAH3_2021",236.76
"PHB47/PHN82","IAH3_2021",175.5
"PHB47/PHN82","IAH4_2021",202.48
"PHB47/PHN82","IAH4_2021",227.67
"PHG39/PHN82","IAH1_2021",121.83
"PHG39/PHN82","IAH1_2021",123.82
"PHG39/PHN82","IAH2_2021",166.82
"PHG39/PHN82","IAH2_2021",143.38
"PHG39/PHN82","IAH3_2021",171
"PHG39/PHN82","IAH3_2021",194.28
"PHG39/PHN82","IAH4_2021",132.44
"PHG39/PHN82","IAH4_2021",194.37
"PHW52/PHM49","IAH1_2021",113.25
"PHW52/PHM49","IAH1_2021",103.57
"PHW52/PHM49","IAH2_2021",230.31
"PHW52/PHM49","IAH2_2021",223.81
"PHW52/PHM49","IAH3_2021",217.83
"PHW52/PHM49","IAH3_2021",274.92
"PHW52/PHM49","IAH4_2021",235.56
"PHW52/PHM49","IAH4_2021",171.39
"PHW52/PHN82","IAH1_2021",151.57
"PHW52/PHN82","IAH1_2021",109.58
"PHW52/PHN82","IAH2_2021",235.96
"PHW52/PHN82","IAH2_2021",271.35
"PHW52/PHN82","IAH3_2021",210.5
"PHW52/PHN82","IAH3_2021",211.78
"PHW52/PHN82","IAH4_2021",255.68
"PHW52/PHN82","IAH4_2021",181.62
"REDEAR/LH195","IAH1_2021",87.87
"REDEAR/LH195","IAH1_2021",97.5
"REDEAR/LH195","IAH2_2021",183.69
"REDEAR/LH195","IAH2_2021",189.55
"REDEAR/LH195","IAH3_2021",203.41
"REDEAR/LH195","IAH3_2021",153.39
"REDEAR/LH195","IAH4_2021",148.68
"REDEAR/LH195","IAH4_2021",185.26
"TX714/TX779","IAH1_2021",125.41
"TX714/TX779","IAH1_2021",129.31
"TX714/TX779","IAH2_2021",102.88
"TX714/TX779","IAH2_2021",71.34
"TX714/TX779","IAH3_2021",60.3
"TX714/TX779","IAH3_2021",44.35
"TX714/TX779","IAH4_2021",119.31
"TX714/TX779","IAH4_2021",179.07
"TX777/LH195","IAH1_2021",146.22
"TX777/LH195","IAH1_2021",128.86
"TX777/LH195","IAH2_2021",102.72
"TX777/LH195","IAH2_2021",123.33
"TX777/LH195","IAH3_2021",88.94
"TX777/LH195","IAH3_2021",55.23
"TX777/LH195","IAH4_2021",150.68
"TX777/LH195","IAH4_2021",192.23
"TX779/LH195","IAH1_2021",37.67
"TX779/LH195","IAH1_2021",133.14
"TX779/LH195","IAH2_2021",147.87
"TX779/LH195","IAH2_2021",201.97
"TX779/LH195","IAH3_2021",117.55
"TX779/LH195","IAH3_2021",98.43
"TX779/LH195","IAH4_2021",155.62
"TX779/LH195","IAH4_2021",181.45
