"gen","yield","env"
"PHN11_PHW65_0432/LH195",216.79,"IAH2_2018"
"PHN11_PHW65_0432/LH195",175.08,"IAH2_2018"
"PHN11_PHW65_0432/LH195",213.18,"IAH3_2018"
"PHN11_PHW65_0432/LH195",194.87,"IAH3_2018"
"PHN11_PHW65_0432/LH195",189.2,"IAH4_2018"
"PHN11_PHW65_0432/LH195",194.31,"IAH4_2018"
"PHN11_PHW65_0432/LH195",161.19,"MNH1_2018"
"PHN11_PHW65_0432/LH195",181.12,"MNH1_2018"
"PHN11_PHW65_0432/LH195",138.35,"MOH1_2018"
"PHN11_PHW65_0432/LH195",102.63,"MOH1_2018"
"PHN11_PHW65_0432/LH195",216.05,"NEH2_2018"
"PHN11_PHW65_0432/LH195",185.17,"NEH2_2018"
"PHN11_PHW65_0432/LH195",99.96,"NYH3_2018"
"PHN11_PHW65_0432/LH195",89.64,"NYH3_2018"
"PHN11_PHW65_0432/LH195",126.23,"WIH2_2018"
"PHN11_PHW65_0432/LH195",173.12,"WIH2_2018"
"PHW65_MOG_0130/LH195",189.56,"IAH2_2018"
"PHW65_MOG_0130/LH195",182.49,"IAH2_2018"
"PHW65_MOG_0130/LH195",214.51,"IAH3_2018"
"PHW65_MOG_0130/LH195",205.47,"IAH3_2018"
"PHW65_MOG_0130/LH195",166.85,"IAH4_2018"
"PHW65_MOG_0130/LH195",155.02,"IAH4_2018"
"PHW65_MOG_0130/LH195",85.12,"MNH1_2018"
"PHW65_MOG_0130/LH195",91.18,"MNH1_2018"
"PHW65_MOG_0130/LH195",125.24,"MOH1_2018"
"PHW65_MOG_0130/LH195",132.94,"MOH1_2018"
"PHW65_MOG_0130/LH195",222.74,"NEH2_2018"
"PHW65_MOG_0130/LH195",190.91,"NEH2_2018"
"PHW65_MOG_0130/LH195",139.15,"NYH3_2018"
"PHW65_MOG_0130/LH195",123.48,"NYH3_2018"
"PHW65_MOG_0130/LH195",130.03,"WIH2_2018"
"PHW65_MOG_0130/LH195",95.17,"WIH2_2018"
"PHW65_MOG_0183/LH195",148.81,"IAH2_2018"
"PHW65_MOG_0183/LH195",127.07,"IAH2_2018"
"PHW65_MOG_0183/LH195",178.69,"IAH3_2018"
"PHW65_MOG_0183/LH195",220.22,"IAH3_2018"
"PHW65_MOG_0183/LH195",158.99,"IAH4_2018"
"PHW65_MOG_0183/LH195",199.38,"IAH4_2018"
"PHW65_MOG_0183/LH195",84.34,"MNH1_2018"
"PHW65_MOG_0183/LH195",84.34,"MNH1_2018"
"PHW65_MOG_0183/LH195",139.34,"MOH1_2018"
"PHW65_MOG_0183/LH195",108.46,"MOH1_2018"
"PHW65_MOG_0183/LH195",208.24,"NEH2_2018"
"PHW65_MOG_0183/LH195",165.3,"NEH2_2018"
"PHW65_MOG_0183/LH195",138.87,"NYH3_2018"
"PHW65_MOG_0183/LH195",104.9,"NYH3_2018"
"PHW65_MOG_0183/LH195",166.24,"WIH2_2018"
"PHW65_MOG_0183/LH195",126.47,"WIH2_2018"
"PHW65_MOG_0513/LH195",208.24,"IAH2_2018"
"PHW65_MOG_0513/LH195",157.73,"IAH2_2018"
"PHW65_MOG_0513/LH195",229.85,"IAH3_2018"
"PHW65_MOG_0513/LH195",197.78,"IAH3_2018"
"PHW65_MOG_0513/LH195",158.17,"IAH4_2018"
"PHW65_MOG_0513/LH195",189.16,"IAH4_2018"
"PHW65_MOG_0513/LH195",127.47,"MNH1_2018"
"PHW65_MOG_0513/LH195",127.47,"MNH1_2018"
"PHW65_MOG_0513/LH195",119.94,"MOH1_2018"
"PHW65_MOG_0513/LH195",126.08,"MOH1_2018"
"PHW65_MOG_0513/LH195",240.56,"NEH2_2018"
"PHW65_MOG_0513/LH195",206.18,"NEH2_2018"
"PHW65_MOG_0513/LH195",129.22,"NYH3_2018"
"PHW65_MOG_0513/LH195",169.16,"NYH3_2018"
"PHW65_MOG_0513/LH195",99.54,"WIH2_2018"
"PHW65_MOG_0513/LH195",152.05,"WIH2_2018"
"PHW65_MOG_0517/LH195",210.53,"IAH2_2018"
"PHW65_MOG_0517/LH195",164.75,"IAH2_2018"
"PHW65_MOG_0517/LH195",246.81,"IAH3_2018"
"PHW65_MOG_0517/LH195",204.08,"IAH3_2018"
"PHW65_MOG_0517/LH195",187.28,"IAH4_2018"
"PHW65_MOG_0517/LH195",197.39,"IAH4_2018"
"PHW65_MOG_0517/LH195",87.04,"MNH1_2018"
"PHW65_MOG_0517/LH195",138.06,"MNH1_2018"
"PHW65_MOG_0517/LH195",134.17,"MOH1_2018"
"PHW65_MOG_0517/LH195",85.71,"MOH1_2018"
"PHW65_MOG_0517/LH195",218.17,"NEH2_2018"
"PHW65_MOG_0517/LH195",186.99,"NEH2_2018"
"PHW65_MOG_0517/LH195",185.11,"NYH3_2018"
"PHW65_MOG_0517/LH195",158.86,"NYH3_2018"
"PHW65_MOG_0517/LH195",173.68,"WIH2_2018"
"PHW65_MOG_0517/LH195",56.08,"WIH2_2018"
