"gen","env","yield"
"CG118/CGR01","IAH2_2017",164.38
"CG118/CGR01","IAH2_2017",162.18
"CG118/CGR01","IAH4_2017",125.96
"CG118/CGR01","IAH4_2017",166.98
"CG120/3IIH6","IAH2_2017",160.87
"CG120/3IIH6","IAH2_2017",151.26
"CG120/3IIH6","IAH4_2017",153.4
"CG120/3IIH6","IAH4_2017",159.09
"CG120/CG123","IAH2_2017",117.25
"CG120/CG123","IAH2_2017",119.26
"CG120/CG123","IAH4_2017",128.72
"CG120/CG123","IAH4_2017",106.1
"CG120/LH162","IAH2_2017",139.14
"CG120/LH162","IAH2_2017",132.47
"CG120/LH162","IAH4_2017",132.78
"CG120/LH162","IAH4_2017",127.65
"CG120/LH185","IAH2_2017",163.46
"CG120/LH185","IAH2_2017",192.67
"CG120/LH185","IAH4_2017",155.24
"CG120/LH185","IAH4_2017",150.12
"CG120/PHK05","IAH2_2017",126.67
"CG120/PHK05","IAH2_2017",127.66
"CG120/PHK05","IAH4_2017",118.62
"CG120/PHK05","IAH4_2017",108.92
"CG120/PHR25","IAH2_2017",158.44
"CG120/PHR25","IAH2_2017",154.87
"CG120/PHR25","IAH4_2017",141.72
"CG120/PHR25","IAH4_2017",124.47
"CG120/PHW03","IAH2_2017",158.57
"CG120/PHW03","IAH2_2017",160.16
"CG120/PHW03","IAH4_2017",143.35
"CG120/PHW03","IAH4_2017",137.86
"CG120/PHZ51","IAH2_2017",126.71
"CG120/PHZ51","IAH2_2017",146.38
"CG120/PHZ51","IAH4_2017",103.13
"CG120/PHZ51","IAH4_2017",124.43
"CG123/S8324","IAH2_2017",162.87
"CG123/S8324","IAH2_2017",193.03
"CG123/S8324","IAH4_2017",164.04
"CG123/S8324","IAH4_2017",145.47
"CG124/CG120","IAH2_2017",127.29
"CG124/CG120","IAH2_2017",147.2
"CG124/CG120","IAH4_2017",155.3
"CG124/CG120","IAH4_2017",142.76
"CG124/LH145","IAH2_2017",119.85
